token,term_frequency,document_frequency
yaşdı,3,3
yaşinə,3,3
yaşları,3,3
yaşlı,3,3
yaşımla,3,2
yaşınıb,3,3
yaşının,3,3
yaşıyla,3,2
ye,3,2
yediyi,3,3
yediyin,3,2
yeganə,3,3
yek,3,2
yekə,3,3
yelləri,3,3
yemǝn,3,3
yeməz,3,3
yenǝ,3,2
yerbəyerdən,3,3
yerdǝ,3,3
yerli,3,3
yersiz,3,2
yerǝ,3,3
yetdik,3,2
yetirdim,3,3
yetirməz,3,3
yetirsin,3,3
yetirən,3,3
yetişdim,3,3
yetişsin,3,3
yetmədim,3,3
yetmək,3,3
yetməyib,3,3
yetsin,3,3
yetsə,3,3
yetənə,3,3
yidlər,3,3
yollarda,3,3
yolum,3,2
yolundan,3,3
yorulub,3,3
yoxdurur,3,3
yoxluq,3,3
yoxumdu,3,2
yoxumdur,3,3
yoxuş,3,3
yoza,3,2
yozdu,3,2
yum,3,2
yumub,3,2
yumurta,3,3
yumşaldı,3,3
yumşaq,3,3
yurdunda,3,3
yuxusundan,3,3
yuz,3,2
yönünü,3,3
yüklü,3,3
yükünü,3,3
yürəgimi,3,3
yüzdə,3,3
yüzinǝ,3,2
yüzüm,3,2
yüzünə,3,3
yığ,3,3
yığnağa,3,3
yığılan,3,2
yəhya,3,2
yəqindir,3,3
yəqinimdir,3,2
yəqinin,3,2
yəqub,3,3
yəğmaladı,3,3
yəğmayi,3,3
yəğmayə,3,3
yеdi,3,2
yеmək,3,2
yеrini,3,3
yеrlərini,3,2
yеtirə,3,2
yеtiş,3,3
yеtişəndə,3,3
yоlda,3,3
zahidlər,3,3
zahidə,3,3
zalimü,3,3
zamanı,3,3
zarafat,3,1
zarımdan,3,3
zavallı,3,3
zağ,3,3
zibadır,3,3
zibayə,3,3
zibh,3,3
zincirlidə,3,1
zindani,3,3
zindanın,3,3
zivər,3,3
ziyanı,3,2
ziyanın,3,3
ziynəti,3,3
zorla,3,1
zur,3,3
zöhrəni,3,3
zöhrənin,3,1
zövqindən,3,3
zövqün,3,3
zü,3,1
zülfini,3,3
zülfünüz,3,3
zülmat,3,3
zülmündən,3,1
zülmətin,3,3
zümrüd,3,3
züniar,3,1
zǝrrin,3,1
zəf,3,3
zəhmətim,3,3
zəhrimara,3,2
zəhərdir,3,3
zəkat,3,3
zəlalət,3,3
zəminü,3,3
zən,3,3
zənana,3,3
zənbil,3,2
zəncirü,3,3
zənəxdanə,3,3
zərbi,3,3
zərbə,3,3
zərdü,3,3
zərdən,3,3
zərgər,3,3
zərlə,3,3
zərreyi,3,2
zərzibil,3,2
zəxm,3,2
çahar,3,1
çakəri,3,3
çaldım,3,3
çalım,3,3
çalışırlar,3,1
çap,3,3
çarvadar,3,3
çarıx,3,1
çarığını,3,1
çarəsi,3,3
çata,3,3
çatmadan,3,3
çatmaq,3,3
çatmışdı,3,3
çatır,3,3
çatırlar,3,2
çaxar,3,3
çayda,3,3
çaylar,3,3
çayçörəkdən,3,3
çayı,3,3
çayın,3,3
çağırram,3,3
çaşar,3,3
çaşdı,3,3
çevrilər,3,3
çeşmimdə,3,3
çi,3,2
çil,3,2
çinar,3,3
çinə,3,3
çirağ,3,3
çiraği,3,3
çirkin,3,3
çiskin,3,3
çiçəklər,3,3
çiçəyi,3,3
çoxlar,3,3
çoxlarını,3,3
çöl,3,3
çör,3,3
çörəyə,3,3
çünkü,3,3
çürük,3,3
çırağban,3,3
çırağım,3,3
çırağın,3,3
çıxacaq,3,2
çıxara,3,3
çıxardıf,3,1
çıxardır,3,3
çıxarsa,3,3
çıxası,3,3
çıxmasa,3,3
çıxmışam,3,3
çıxsan,3,3
çıxınca,3,3
çığırdı,3,2
çǝkdim,3,3
çǝrxi,3,3
çə,3,1
çəkdirə,3,2
çəkilir,3,3
çəkilsin,3,3
çəkim,3,3
çəkirdilər,3,3
çəkməginən,3,3
çəkməsin,3,3
çəkməzəm,3,3
çəksələr,3,3
çəkəcək,3,3
çəkənlər,3,3
çəkərlər,3,3
çənbər,3,3
çəngəl,3,2
çəri,3,3
çərşənbə,3,3
çеvirdi,3,2
çеşmim,3,3
çәkә,3,2
öldürdülər,3,3
öldürsə,3,3
öldürsələr,3,3
öldürsən,3,3
öldürə,3,3
ölkəni,3,3
ölkəsində,3,3
ölsə,3,3
ölür,3,3
öləndə,3,3
ömrdə,3,3
ömər,3,2
öncə,3,2
önünə,3,3
öpmək,3,3
ötdü,3,3
ötkün,3,3
ötür,3,2
övlad,3,3
övladın,3,3
övqat,3,3
övraq,3,3
övsafi,3,3
öyrən,3,3
öyrənir,3,3
öyəc,3,2
özgəyə,3,3
özündədir,3,1
özünnən,3,2
özünüz,3,3
özüvi,3,1
ül,3,2
ülum,3,2
ülüvvi,3,3
ümidin,3,3
ünsürü,3,3
ünün,3,2
üqba,3,3
üqbadə,3,3
üqbanı,3,3
üqbaya,3,3
üqulu,3,3
ürəkdə,3,3
üstümdən,3,3
üstünnən,3,1
üstüxan,3,2
üstən,3,3
üsyan,3,3
üsyanı,3,3
ütarid,3,3
üzarın,3,3
üzbəüz,3,3
üzdüm,3,3
üzdün,3,3
üzləri,3,3
üzümdən,3,3
ğəni,3,3
ğərq,3,3
şadlığı,3,3
şadlığın,3,3
şafei,3,3
şafeyi,3,3
şahibazi,3,2
şahid,3,3
şahidlər,3,2
şahzadə,3,3
şahü,3,3
şahını,3,3
şahının,3,3
şairin,3,3
şairə,3,3
şaldan,3,3
şamlər,3,3
şandan,3,3
şanəvəş,3,3
şerimi,3,3
şerini,3,2
şeylər,3,3
şeytandır,3,3
şeytanı,3,3
şeyə,3,3
şikarım,3,3
şirindir,3,3
şirini,3,3
şirinə,3,3
şişmək,3,2
şiəliyi,3,1
şumladı,3,2
şöhreyi,3,3
şöhrətim,3,3
şöləsinə,3,3
şövkətin,3,3
şövqündən,3,3
şövqünü,3,3
şövqə,3,3
şübhə,3,2
şübhəsiz,3,3
şükri,3,3
şülən,3,3
şümr,3,3
şüşə,3,2
şüşənin,3,1
şǝhr,3,3
şǝrabi,3,3
şəc,3,2
şəcarə,3,2
şəcəri,3,3
şəhd,3,3
şəhrdə,3,2
şəhvət,3,1
şəhənşah,3,3
şəhər,3,3
şəhərə,3,3
şəkli,3,3
şəklü,3,2
şəkərdir,3,3
şəmin,3,3
şəmşirin,3,3
şəmşirinə,3,1
şənbə,3,2
şərabından,3,3
şərbətə,3,3
şərdən,3,3
şərhin,3,3
şərhini,3,3
şərhə,3,2
şərilli,3,1
şəriəti,3,3
şərmü,3,3
şərti,3,3
şərə,3,3
şərəfli,3,3
şərər,3,3
şəst,3,3
şəyirdinə,3,2
şəyirdlik,3,1
şеydir,3,2
şоl,3,3
ǝcǝb,3,3
ǝkbǝrdir,3,2
ǝnbǝrfişan,3,3
ǝya,3,3
əbirim,3,3
əbirü,3,3
əbsar,3,3
əcr,3,3
əcəbdir,3,3
ədibi,3,2
ədlilə,3,1
ədlü,3,3
ədnin,3,3
ədəbin,3,3
ədəd,3,3
əfrasiyab,3,3
əfsaneyi,3,3
əfsanədən,3,2
əfzəl,3,3
əfğanə,3,3
əhdim,3,2
əhl,3,3
əhlindən,3,2
əhmər,3,3
əhsəndir,3,3
əjdahalar,3,2
əkbərdir,3,3
əkdim,3,3
əkininin,3,2
əkrəm,3,3
əlaman,3,3
əlamət,3,3
əlaməti,3,3
əlayıq,3,1
əleyküməsalam,3,3
əlhəq,3,3
əlidən,3,3
əlifdir,3,3
əliftək,3,3
əligil,3,1
əligili,3,1
əliyyül,3,3
əllahu,3,1
əllər,3,3
əllərin,3,3
əlləşirəm,3,3
əlvanı,3,3
əlvanım,3,2
ələsgərgili,3,2
ələsgərsiz,3,2
ələyir,3,3
ələyküməsalam,3,3
ələşrəf,3,1
əman,3,3
əmliyin,3,3
əmrü,3,3
əməlim,3,3
ənam,3,3
ənbərbu,3,3
ənbərdən,3,3
ənbərim,3,3
ənbərü,3,3
əndişeyi,3,3
ənvar,3,2
ənvər,3,3
əqldən,3,3
əqlini,3,3
əqrəb,3,3
ərbabı,3,3
ərdən,3,3
ərinin,3,2
ərkana,3,3
ərkanı,3,2
ərki,3,3
ərrə,3,3
ərus,3,1
ərzimi,3,3
ərzə,3,3
ərğəvan,3,3
ərşü,3,3
ərəsət,3,3
əsasi,3,3
əsbab,3,3
əslin,3,3
əsr,3,3
əsrarı,3,3
əsri,3,3
əsrimiş,3,3
əsğər,3,3
əsğəri,3,3
ətfal,3,1
ətirli,3,3
ətrindən,3,3
ətrini,3,3
ətə,3,1
əvha,3,3
əvvəldən,3,3
əvvəli,3,3
əvvəlinci,3,3
əvvələ,3,2
əxtəri,3,3
əyandır,3,3
əyağinə,3,3
əyağə,3,3
əyləşif,3,1
əyləşmişdi,3,3
əymir,3,3
əyməz,3,3
əynimə,3,3
əynindəki,3,2
əyninə,3,3
əyyamı,3,3
əzbəri,3,3
əzbərim,3,3
əzizü,3,2
əzqəza,3,3
əzǝldǝn,3,3
əğyarı,3,3
əşkü,3,3
əşya,3,3
еdib,3,3
еdən,3,3
еdərsən,3,1
еhsan,3,3
еldən,3,2
еlindən,3,3
еliyirdi,3,1
еlçiləri,3,1
еləmədi,3,2
еlərəm,3,3
еləyirdilər,3,2
еləyəcəm,3,2
еləyəndə,3,2
еtiqad,3,2
еvindən,3,2
еvini,3,2
еvlənmək,3,2
еylədin,3,3
еyləmir,3,3
еyləmiş,3,3
еyləmək,3,3
еyləməz,3,3
еyləsə,3,3
еyləyir,3,3
еyləyə,3,3
еyləyər,3,2
оdur,3,2
оlduğum,3,1
оlmaz,3,3
оnsuz,3,3
оturub,3,3
хətadır,3,2
0,2,2
11,2,2
117,2,2
13,2,2
19,2,2
1905,2,1
21,2,2
22,2,2
23,2,2
24,2,2
26,2,2
27,2,2
31,2,2
32,2,2
33,2,2
34,2,2
35,2,2
36,2,2
37,2,2
38,2,2
39,2,2
41,2,2
42,2,2
43,2,2
44,2,2
45,2,2
46,2,2
47,2,2
48,2,2
49,2,2
500,2,1
51,2,2
52,2,2
54,2,2
56,2,2
57,2,2
58,2,2
59,2,2
6,2,2
60,2,2
61,2,2
62,2,2
63,2,2
64,2,2
65,2,2
66,2,2
67,2,2
68,2,2
69,2,2
70,2,2
71,2,2
72,2,2
73,2,2
74,2,2
75,2,2
76,2,2
77,2,2
aba,2,2
abadan,2,2
abbasa,2,2
abbasın,2,2
abdal,2,2
abdullaya,2,2
abını,2,2
abır,2,2
abıra,2,2
abırsız,2,2
acgöz,2,2
acizdir,2,2
acizsən,2,2
aclıq,2,2
acıqlanın,2,2
acığın,2,1
adabü,2,2
adamlarından,2,2
adamlarınnan,2,2
addayın,2,2
addır,2,2
adilə,2,2
adla,2,2
adlanar,2,1
adlandı,2,1
adlansa,2,2
adlanıb,2,2
adları,2,2
adm,2,1
adma,2,1
adından,2,2
adǝmi,2,1
adəmdən,2,2
adəməm,2,2
adətidir,2,2
adətim,2,2
adətin,2,2
adətincə,2,2
adәt,2,1
afaq,2,2
afaqə,2,2
afatdan,2,2
agəh,2,2
ahilə,2,2
ahimi,2,2
ahimlə,2,2
ahunu,2,1
ahıma,2,2
ahımın,2,2
ahını,2,2
ahə,2,2
ahənginə,2,1
ahənin,2,2
akademik,2,1
alaca,2,2
alajaxsan,2,2
alanda,2,2
alansan,2,2
alanın,2,2
alaq,2,2
alarıq,2,2
alasına,2,2
alasını,2,2
alaydım,2,2
alaçığa,2,2
alaçığına,2,1
aldadıb,2,2
aldadıcı,2,2
aldanmaz,2,2
aldanmısan,2,2
aldıqda,2,1
aldıran,2,1
aldığın,2,2
aldədədə,2,2
alimdə,2,2
alimi,2,2
alimlər,2,2
alimlərin,2,2
alimsənsə,2,2
alimə,2,2
alini,2,2
alinə,2,2
allahdandır,2,2
allahi,2,2
allahım,2,1
allahıma,2,1
allahımdan,2,2
allı,2,2
almadan,2,2
almadılar,2,2
almamışdı,2,2
almaqda,2,2
almaqdan,2,2
almaram,2,1
almısız,2,2
alməmmədin,2,2
alnında,2,2
alovlandı,2,2
alovludur,2,2
alta,2,2
altındadır,2,2
altındakı,2,2
alvızın,2,2
alvеri,2,2
alça,2,1
alçaqdaydı,2,2
alçaqlara,2,2
alçaqlardan,2,2
alıblar,2,2
alıcı,2,2
alıf,2,1
alınmaz,2,2
alıram,2,2
alışan,2,2
alışaraq,2,1
alışdım,2,2
alışıb,2,2
alǝmin,2,2
aləminin,2,2
aləti,2,2
alәmdә,2,1
amadə,2,2
amal,2,1
amansız,2,2
amanım,2,2
anacaq,2,2
anandır,2,2
ananov,2,2
ananın,2,1
anasını,2,2
anbara,2,2
anlasın,2,2
anlayasan,2,1
anlayır,2,2
anmazsan,2,1
ansız,2,2
ançaq,2,2
anım,2,2
anǝ,2,2
anəstünarın,2,2
anəstünarən,2,2
aparam,2,2
apararlar,2,1
aparmaq,2,2
aparmağa,2,2
aparmışdı,2,2
aparram,2,2
aparsa,2,2
aparsam,2,2
aparsınlar,2,2
aparırlar,2,2
aprel,2,1
aqibǝt,2,2
aqibəti,2,2
aqilsən,2,2
arabir,2,2
aradım,2,2
aralandı,2,2
aralıda,2,1
aralıqdan,2,2
aralığı,2,2
aranı,2,2
aranın,2,2
arasını,2,2
arayişi,2,2
arayə,2,2
ariflərə,2,2
arizuməndi,2,2
arizusunda,2,2
artan,2,2
artmışdı,2,2
artsın,2,2
artıbdı,2,2
artıran,2,2
artırdı,2,1
artırıb,2,2
arvada,2,2
arvadım,2,2
arvadını,2,1
arvadının,2,2
arx,2,2
arxalanıb,2,2
arxasına,2,1
arxasında,2,2
arzularam,2,2
arzulardım,2,2
arzun,2,2
arzusunu,2,2
arzusuyla,2,2
arğac,2,2
arılar,2,2
arıq,2,2
arısı,2,2
arıt,2,2
arə,2,2
asam,2,2
asandı,2,2
asarlar,2,2
asayiş,2,2
asdım,2,2
asimani,2,2
asitanədən,2,2
aslanam,2,2
aslanə,2,1
asmış,2,2
aspadur,2,2
assi,2,2
astarı,2,2
asudədir,2,2
asıb,2,1
asılan,2,2
asılmış,2,2
asılıb,2,2
asım,2,2
asır,2,2
atamın,2,2
atarsan,2,1
ataşında,2,2
atdın,2,2
atdır,2,2
ati,2,2
atlas,2,2
atmaq,2,2
atmasın,2,2
atmışam,2,2
atsa,2,2
atıldı,2,2
atılıb,2,2
atım,2,2
atǝşi,2,2
atəşbar,2,2
atəşdə,2,2
atəşdən,2,2
atəşli,2,2
atəşlər,2,2
avazım,2,2
avazından,2,2
avazə,2,2
axdıqca,2,2
axiri,2,2
axirəti,2,2
axmağın,2,2
axmış,2,1
axsaq,2,2
axtaran,2,2
axtarar,2,2
axtardım,2,2
axtarsın,2,2
axın,2,2
axırıncı,2,2
axıt,2,2
axıtdı,2,2
axıtdım,2,2
axşamlayıb,2,2
axşamtərəfi,2,2
ayaqları,2,2
ayaqların,2,2
ayaqyalın,2,2
ayağ,2,2
ayağımdan,2,2
ayağınla,2,2
ayeyi,2,2
ayi,2,1
ayini,2,2
ayinləri,2,1
ayinəsi,2,2
ayları,2,2
aylarında,2,1
aylıq,2,2
aynasın,2,2
ayran,2,2
ayrandan,2,2
ayruğ,2,2
ayrıla,2,2
ayrılandan,2,2
ayrılmaram,2,1
ayrılıqdan,2,2
ayrım,2,2
ayrısıyıq,2,2
ayıbdır,2,2
ayıltdılar,2,2
ayımı,2,1
ayıra,2,2
ayəsi,2,2
ayətim,2,1
ayətin,2,2
ayətini,2,2
azaldı,2,2
azalmayıb,2,2
azardan,2,2
azarın,2,2
azərbaycanda,2,1
azəri,2,2
açacaq,2,2
açanda,2,2
açaraq,2,2
açardır,2,2
açasan,2,2
açmaqda,2,2
açmaram,2,2
açmayıb,2,1
açmayın,2,2
açmaz,2,2
açmağa,2,2
açıla,2,2
açılacaq,2,2
açıldıqca,2,2
açıldıqda,2,2
açılma,2,2
açırsan,2,2
ağabəy,2,2
ağaclar,2,2
ağacından,2,2
ağadan,2,2
ağalar,2,2
ağan,2,2
ağası,2,2
ağbulaqda,2,1
ağbulağa,2,1
ağkilsədən,2,2
ağkilsənin,2,2
ağlada,2,1
ağlamasın,2,2
ağlamağın,2,2
ağlarsa,2,2
ağlasan,2,2
ağlayanda,2,1
ağlını,2,2
ağrıtdı,2,2
ağrıtma,2,2
ağsaqqallardan,2,2
ağu,2,2
ağulu,2,2
ağuş,2,2
ağzıdır,2,2
ağzıma,2,2
ağzımda,2,1
ağzımdan,2,2
ağzımı,2,2
ağzımın,2,2
ağzında,2,2
ağıla,2,2
ağılar,2,2
ağıldır,2,1
ağılkarlar,2,1
ağılla,2,2
ağıza,2,2
ağızlı,2,2
ağızın,2,2
aşar,2,2
aşağıda,2,1
aşikara,2,2
aşinadır,2,2
aşinadən,2,2
aşinalərdən,2,2
aşinası,2,2
aşiqini,2,2
aşiqlǝr,2,2
aşiqləri,2,2
aşiyani,2,2
aşpazxana,2,2
aşpazxanada,2,2
aşpazxanası,2,2
aşüftəhal,2,2
aşı,2,2
aşın,2,2
aşına,2,2
aşıqda,2,1
aşıqla,2,2
aşıqlardan,2,1
aşıqsan,2,2
aşıxdı,2,1
aşığınız,2,2
aхirətdə,2,2
aхirətin,2,2
babadan,2,2
babanın,2,1
babil,2,2
babildə,2,2
bacadan,2,1
bacardıqca,2,2
bacarmaz,2,2
bacıların,2,2
bacımız,2,2
badən,2,1
badənin,2,2
badət,2,2
badəyəm,2,1
bahalandı,2,2
bahalı,2,2
bahara,2,2
baharın,2,2
bahəm,2,2
bak,2,2
bakimiz,2,2
bakirəyəm,2,1
balam,2,2
balasan,2,2
balasına,2,2
balasının,2,2
baldı,2,2
ballı,2,2
balçılı,2,2
balıdan,2,1
balına,2,2
bangi,2,2
banına,2,2
baqidir,2,2
baqqal,2,2
baratı,2,2
baratıdı,2,2
barigahi,2,2
barmaqlıdı,2,2
barmağında,2,2
barmağını,2,2
barut,2,2
barışa,2,2
barışdı,2,2
barışın,2,1
basa,2,2
basalı,2,2
basar,2,2
basarkeçər,2,1
basarkeçəri,2,1
basdım,2,2
basdın,2,1
basdığı,2,2
basdığın,2,2
basmaz,2,2
basmış,2,2
basmışdır,2,1
bassa,2,2
bassan,2,2
basəfa,2,2
batdım,2,2
batinə,2,2
batman,2,2
batmışam,2,2
batsın,2,2
batıbdır,2,2
bavücudi,2,2
baxarsan,2,1
baxaydım,2,2
baxdıq,2,2
baxdığım,2,1
baxmaya,2,1
baxmayın,2,2
baxmır,2,2
baxü,2,2
baxıban,2,2
baxırlar,2,2
baxış,2,2
bayatıda,2,1
bayatıdır,2,1
bayramalının,2,1
bayramda,2,1
bayramdır,2,1
bayramxana,2,2
bayramına,2,2
bayrağın,2,2
bayırdan,2,2
bayəzid,2,2
bazardan,2,2
bazarinə,2,2
bazarına,2,2
bağbandan,2,2
bağbanlar,2,1
bağdakı,2,1
bağdır,2,2
bağibani,2,2
bağinə,2,2
bağladım,2,2
bağlamağı,2,2
bağlanma,2,2
bağlaram,2,2
bağların,2,2
bağlasa,2,2
bağlasın,2,2
bağlayan,2,2
bağlayaraq,2,2
bağlayım,2,2
bağlıdır,2,2
bağlıyıf,2,2
bağrımda,2,2
bağrımdakı,2,2
bağçam,2,2
bağım,2,1
bağının,2,2
bağışdıyırdı,2,1
bağışladı,2,2
bağışladılar,2,2
bağışlamışdılar,2,2
bağışlayın,2,2
başamı,2,1
başlamışdı,2,2
başlaya,2,2
başlayıb,2,2
başlayır,2,2
başlı,2,2
başnan,2,1
başqaları,2,2
başqalarının,2,2
başqasına,2,2
başuva,2,2
başü,2,2
başımız,2,2
başımızda,2,2
başəd,2,2
baх,2,1
baхmaq,2,2
behbudimi,2,2
behtər,2,2
belim,2,2
belimdən,2,2
belimi,2,2
beybafalıx,2,1
beyninə,2,1
beytimi,2,2
beytə,2,2
beyza,2,2
bez,2,2
bezar,2,2
beşatana,2,1
beşinci,2,2
bibədəldir,2,2
bidadü,2,1
bidadını,2,2
bidil,2,1
bidilü,2,2
bidəmaq,2,2
bidəmağ,2,2
bidərdə,2,2
bielmlik,2,2
bigah,2,2
biganǝ,2,2
biganələr,2,2
bihal,2,2
bihicab,2,2
bihəd,2,2
bihədd,2,2
biilqar,2,2
biisbat,2,2
bikəmal,2,2
bikəsəm,2,2
bildik,2,2
bildir,2,2
bildirdilər,2,2
bildirirdi,2,2
bildirmə,2,2
bilibsən,2,2
bilikdə,2,1
bilikli,2,2
bilindi,2,1
bilinməz,2,2
bilirdilər,2,1
bilirdim,2,2
bilirik,2,2
bilirlər,2,2
bilirsǝn,2,2
bilirsənsə,2,1
biliyin,2,1
biliş,2,2
bilmirdilər,2,2
bilmirik,2,2
bilmişlər,2,1
bilmǝn,2,2
bilmǝyǝn,2,2
bilmədiklərini,2,2
bilmədiyi,2,2
bilməsək,2,2
bilməsələr,2,2
bilməsən,2,2
bilməyənlərə,2,2
bilməzdim,2,2
bilməzlər,2,2
bilək,2,2
bilənə,2,2
bilərdi,2,2
bilərdin,2,1
bilərlər,2,2
bilərsiniz,2,1
biləzzət,2,2
bim,2,2
bimara,2,2
bimari,2,2
bimarı,2,2
bimehr,2,2
bimürüvvət,2,2
binadən,2,2
binǝva,2,2
binəvanı,2,2
binəvaya,2,2
binəvayə,2,1
bipayan,2,2
bipərdə,2,2
biqıryat,2,2
biqǝrar,2,1
birağızdan,2,2
birdəfəlik,2,2
birgə,2,2
biridir,2,2
birilə,2,2
birincə,2,1
birliyə,2,2
bis,2,2
bisəmər,2,2
bitib,2,2
bitirib,2,2
bitirən,2,2
bitməmiş,2,2
bitməz,2,2
bitəcək,2,2
bitən,2,2
bivəfadan,2,2
bivəfalıq,2,2
bivəfaya,2,2
bixəbərdir,2,2
biyabanı,2,1
biyabanım,2,2
bizarlıq,2,1
biziz,2,2
bizləyə,2,1
bizǝ,2,2
bizəban,2,2
biçarədən,2,2
biçdim,2,2
biçininin,2,2
biçun,2,2
biüsul,2,2
bişü,2,2
bişümar,2,1
bni,2,2
bolğar,2,2
bomboş,2,2
borana,2,2
borclu,2,2
borcu,2,1
bordağa,2,2
bostana,2,2
bostanın,2,2
boya,2,2
boylunun,2,1
boynumda,2,2
boynundan,2,2
boyunbağı,2,2
boyunlarda,2,2
bozbaş,2,2
boğazın,2,1
boğazına,2,2
boğdu,2,2
boğulmaq,2,1
boşdur,2,2
boşla,2,2
boşqabına,2,1
brahimi,2,2
brat,2,2
brini,2,2
brət,2,2
brətlə,2,1
bucağında,2,2
budadı,2,2
budaqlar,2,2
budar,2,2
budurur,2,2
bugünkü,2,2
bulamadım,2,2
bulandı,2,2
bulaq,2,2
bulara,2,2
buldun,2,2
bullara,2,1
bulmasın,2,2
bulmazdı,2,1
bulmağa,2,2
bulsa,2,2
bulsam,2,2
bulubdur,2,2
buluda,2,2
bunlarla,2,2
buradır,2,1
buralarda,2,2
buranı,2,1
buraq,2,2
buraxmazdı,2,2
buraxmış,2,2
buraхdı,2,2
burdakı,2,1
buriya,2,2
burnuna,2,1
bursa,2,2
bustan,2,2
bustani,2,2
buxaqlı,2,2
buxağından,2,2
buxunda,2,2
buxunnu,2,2
buyindən,2,2
buynuz,2,1
buyruq,2,2
buyruğu,2,2
buyurma,2,2
buyurmuş,2,2
buyursan,2,2
buz,2,2
buğdadan,2,2
bölük,2,2
bölür,2,2
bölər,2,2
böyləcə,2,1
böyüklükdə,2,2
böyüklüyü,2,2
böyüksə,2,2
büküldü,2,2
bükülmüşdür,2,2
bülbüldən,2,1
bülbüle,2,1
bülbülüm,2,2
büləndəxtər,2,2
bünyadı,2,2
büqeyi,2,1
büqə,2,1
bürcü,2,2
bürhanımız,2,2
bürhanımızdır,2,2
bürümüşdür,2,2
büründü,2,2
bürünmüş,2,2
bürünər,2,2
büsata,2,2
büsati,2,2
büsatım,2,2
büsatını,2,2
bütxanə,2,2
bütxanədə,2,2
bütxanəyə,2,2
bütünlər,2,2
büğz,2,1
bǝdnam,2,2
bǝndǝ,2,2
bǝndǝnin,2,2
bǝndǝyǝ,2,2
bǝrlü,2,2
bǝxş,2,2
bǝyan,2,2
bədbəxt,2,2
bədikəlam,2,2
bədnəzər,2,2
bədnəzərdən,2,2
bədri,2,2
bədrinə,2,2
bədxahların,2,2
bədxahə,2,2
bədxu,2,2
bədə,2,2
bədəl,2,2
bədənimə,2,2
bədənində,2,2
bədənini,2,1
bədənə,2,1
bədəxşan,2,2
bəh,2,1
bəhana,2,2
bəhari,2,2
bəhlulun,2,1
bəhlulə,2,1
bəhsdən,2,2
bəhsin,2,2
bəhsə,2,1
bəhəqqi,2,2
bəhər,2,2
bəid,2,2
bəladı,2,2
bəlakeş,2,2
bəlalardan,2,2
bəlalər,2,2
bəlalərdən,2,2
bəlalərə,2,2
bəlasından,2,2
bəlasını,2,2
bəllidi,2,2
bəllidir,2,2
bələddi,2,2
bələdəm,2,2
bələnir,2,2
bəmə,2,2
bənddən,2,2
bəngü,2,2
bənzədərdim,2,2
bənzərsən,2,2
bənzəsə,2,2
bənzəyirdi,2,2
bənövşələr,2,2
bəqayə,2,2
bərabəri,2,2
bərat,2,2
bərbətü,2,2
bərgidir,2,2
bərgini,2,2
bərgü,2,2
bərinə,2,2
bərkdir,2,2
bərmək,2,1
bərpa,2,2
bərqin,2,2
bərreyi,2,2
bərsər,2,2
bərxurdar,2,2
bəslədim,2,2
bəslədiyim,2,2
bəsləmişdir,2,2
bəslənib,2,2
bəsləyən,2,2
bəstəri,2,2
bətnində,2,2
bətərdir,2,2
bəxtimin,2,2
bəxtiyar,2,2
bəxtəvər,2,2
bəyanü,2,2
bəyanımdır,2,1
bəyazi,2,2
bəyazında,2,1
bəydi,2,2
bəydə,2,2
bəygil,2,1
bəygilin,2,2
bəyliyi,2,2
bəylərdə,2,2
bəylərdən,2,2
bəyzadə,2,2
bəyən,2,2
bəyənib,2,2
bəyənilib,2,2
bəyənmədi,2,1
bəyənməyib,2,2
bəyənə,2,1
bəyənəcək,2,1
bəzilərini,2,1
bəzini,2,1
bəzirgansan,2,2
bəzirganı,2,2
bəzisi,2,1
bəzmdə,2,2
bəzmgahi,2,2
bəzmində,2,2
bəzədilər,2,1
bəzədim,2,2
bəzənər,2,2
bəzər,2,2
bəzəyib,2,2
bəzəyin,2,2
bəzəyən,2,2
bəççeyi,2,1
bəşarət,2,2
bəşirgil,2,2
bəşərdi,2,2
bəşəri,2,2
bеldə,2,2
bеlim,2,2
bеlinin,2,2
bеlinə,2,2
bеlədi,2,2
bеləsini,2,2
bеz,2,2
bоl,2,1
bоylum,2,2
bәsdi,2,1
cabbar,2,1
cadü,2,1
cahada,2,2
cahanara,2,2
cahanımız,2,1
cahi,2,2
cahillikdən,2,2
cahım,2,2
camaatdan,2,2
camahata,2,1
camahatı,2,1
camala,2,2
camaldan,2,2
camalıdır,2,2
camalındır,2,2
camalının,2,2
camdakı,2,1
camış,2,2
camışı,2,2
cananımız,2,2
cananǝdir,2,2
cananəyə,2,2
canavar,2,2
candı,2,2
canfəza,2,2
canibi,2,2
caninə,2,2
cannan,2,1
canpərvər,2,2
cansan,2,2
cansızlara,2,2
canu,2,2
canımnan,2,2
canısan,2,2
canǝ,2,2
cavabıdır,2,2
cavabın,2,2
cavandır,2,2
cavanlıq,2,2
cavanı,2,2
ceyranım,2,2
cibində,2,2
cibindən,2,2
cidal,2,2
cifə,2,2
cifədir,2,2
cifəsin,2,2
cigərim,2,2
cigərxun,2,2
cilovun,2,2
cilvəgahi,2,2
cilvələnir,2,2
cinsi,2,2
cismanım,2,2
cismdə,2,2
cismdən,2,2
cismidə,2,2
cismimdə,2,2
cismimdən,2,2
cismində,2,2
ciyərdə,2,2
ciyərdən,2,2
ciyərin,2,2
cizginən,2,2
comərdin,2,2
coraba,2,1
corabları,2,2
corabı,2,1
coş,2,2
coşar,2,2
